GO:0000086	GO	BP	G2/M transition of mitotic cell cycle	ABCB1,ACTR1A,AJUBA,AKAP9,ALMS1,ARPP19,AURKA,BACH1,BORA,BRSK2,BTRC,CCNA1,CCNA2,CCNB1,CCNB2,CCNH,CCNY,CCP110,CDC25A,CDC25B,CDC25C,CDK1,CDK14,CDK2,CDK5RAP2,CDK7,CDKN1A,CDKN2B,CENPF,CENPJ,CEP131,CEP135,CEP152,CEP164,CEP192,CEP250,CEP290,CEP41,CEP57,CEP63,CEP70,CEP72,CEP76,CEP78,CETN2,CHEK2,CKAP5,CLASP1,CNTRL,CSNK1D,CSNK1E,CUL1,DCTN1,DCTN2,DCTN3,DNM2,DYNC1H1,DYNC1I2,DYNLL1,ENSA,EP300,FBXL15,FBXL7,FBXW11,FGFR1OP,FOXM1,HAUS2,HSP90AA1,KDM8,KHDRBS1,LATS1,LIN37,LIN52,LIN54,LIN9,MAPRE1,MASTL,MELK,MNAT1,MYBL2,NDE1,NEDD1,NEK2,NES,NINL,NUMA1,ODF2,OFD1,OPTN,PAFAH1B1,PCM1,PCNT,PKMYT1,PLCB1,PLK1,PLK3,PLK4,PPP1CB,PPP1R12A,PPP1R12B,PPP2R1A,PPP2R2A,PRKACA,PRKAR2B,RAB8A,RBBP4,RPS27A,SDCCAG8,SFI1,SKP1,SSNA1,TAF2,TPD52L1,TUBA1A,TUBA4A,TUBB,TUBB4A,TUBB4B,TUBG1,TUBG2,TUBGCP2,TUBGCP3,TUBGCP4,TUBGCP5,TUBGCP6,UBA52,UBB,UBC,USH1C,WEE1,YWHAE,YWHAG
GO:0000096	GO	BP	sulfur amino acid metabolic process	ADI1,AGXT,AHCY,APIP,BHMT,BHMT2,CBS,CDO1,CNDP2,CPS1,CSAD,CTH,DPEP1,ENOPH1,ETHE1,GCLC,GCLM,GGT1,GOT1,MAT1A,MRI1,MSRA,MTAP,MTHFD1,MTHFR,MTR,MTRR,MUT,NFS1,NOX4,PCYOX1,SLC25A10,SMS,SQRDL,SUOX,TST
GO:0000097	GO	BP	sulfur amino acid biosynthetic process	ADI1,APIP,BHMT,BHMT2,CBS,CDO1,CTH,ENOPH1,GGT1,GOT1,MRI1,MTAP,MTHFD1,MTR,MTRR
GO:0000098	GO	BP	sulfur amino acid catabolic process	AGXT,CBS,CDO1,CSAD,CTH,ETHE1,MTRR,SLC25A10,SQRDL,SUOX,TST
GO:0000099	GO	MF	sulfur amino acid transmembrane transporter activity	CTNS,SLC1A1,SLC1A4,SLC3A1,SLC7A11,SLC7A9
GO:0000101	GO	BP	sulfur amino acid transport	CTNS,SLC1A1,SLC1A4,SLC3A1,SLC7A9
GO:0000109	GO	CC	nucleotide-excision repair complex	CETN2,CHRAC1,ERCC1,ERCC4,ERCC8,POLD1,POLE,POLE2,POLE3,POLE4,RAD23B,SLX4,XPC
GO:0000118	GO	CC	histone deacetylase complex	APPL1,APPL2,CBX5,CHD3,CHD4,CHD5,CIR1,CSNK2A1,DNTTIP1,FAM60A,GATAD2A,HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC8,HDAC9,HEY2,HINT1,ING2,MBD3,MECOM,MORF4L1,MTA2,NACC2,NCOR1,PHF12,PHF21A,RBBP4,RBBP7,SALL1,SAP18,SAP30,SIN3A,SUDS3,TAF6L,TAL1,TBL1X,TBL1XR1,ZNF217,ZNF541
GO:0000123	GO	CC	histone acetyltransferase complex	ACTB,ACTL6A,ATXN7L3,BRD1,BRD8,BRPF1,BRPF3,CCDC101,CSRP2BP,DMAP1,DR1,ELP2,ELP3,ELP4,ENY2,EP400,EPC1,HCFC1,IKBKAP,ING3,ING4,ING5,JADE1,JADE2,JADE3,KANSL1,KANSL2,KANSL3,KAT2A,KAT2B,KAT5,KAT6A,KAT6B,KAT7,KAT8,MAP3K7,MBIP,MCRS1,MEAF6,MORF4L1,MSL1,MSL2,MSL3,OGT,PHF20,POLE3,POLE4,RUVBL1,RUVBL2,SAP130,SUPT20H,SUPT3H,SUPT7L,TADA1,TADA2A,TADA2B,TADA3,TAF10,TAF12,TAF2,TAF4,TAF5,TAF5L,TAF6,TAF6L,TAF7,TAF9,TAF9B,TRRAP,UBAP2L,USP22,WDR5,YEATS2,YEATS4
GO:0000125	GO	CC	PCAF complex	KAT2B,TADA2A,TAF10,TAF9,TRRAP
GO:0000127	GO	CC	transcription factor TFIIIC complex	GTF3C1,GTF3C2,GTF3C3,GTF3C4,GTF3C5,GTF3C6
GO:0000132	GO	BP	establishment of mitotic spindle orientation	CDK5RAP2,CENPA,DYNLT1,HTT,NDC80,NDE1,PAFAH1B1,SPDL1,ZW10
GO:0000137	GO	CC	Golgi cis cisterna	ATL1,GOLGA2,LLGL1,NECAB3,TMEM59
GO:0000138	GO	CC	Golgi trans cisterna	AP4M1,B4GALT1,HID1,SGMS1,TMEM59
GO:0000145	GO	CC	exocyst	EXOC1,EXOC2,EXOC3L1,EXOC8,RAB10,RALB,WASH1
GO:0000146	GO	MF	microfilament motor activity	MYH10,MYH13,MYH2,MYH3,MYH4,MYH6,MYH7,MYH8,MYH9,MYO10,MYO1B,MYO1E,MYO3A,MYO5A,MYO5B,MYO6,MYO7A,MYO9B
GO:0000149	GO	MF	SNARE binding	BLOC1S6,CACNA1A,CAPN10,GABARAPL2,NBAS,NSF,RAB11A,SCFD1,SNAPIN,SNPH,STX17,STX7,STXBP1,STXBP5,SYT1,SYT6,UNC13A,VAMP2,VPS11,VPS18,VTI1B
GO:0000151	GO	CC	ubiquitin ligase complex	AMFR,ANAPC1,ANAPC10,ANAPC11,ANAPC13,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ARIH1,ASB4,BARD1,BMI1,BRAP,BRCA1,BRCC3,BRE,BTRC,BUB1B,CAND1,CBLL1,CBX2,CBX4,CBX7,CBX8,CCNF,CDC16,CDC20,CDC23,CDC26,CDC27,CDKN1B,COMMD1,CRBN,CUL1,CUL2,CUL3,CUL4A,CUL4B,CUL5,CUL7,CUL9,DCAF10,DCAF11,DCAF12,DCAF13,DCAF16,DCAF17,DCAF4,DCAF5,DCAF6,DCAF7,DCAF8,DCUN1D1,DDB1,DDB2,DERL1,DNAJA1,DTL,DYRK2,ENC1,ERCC8,FBXL15,FBXL19,FBXL2,FBXL21,FBXL3,FBXL4,FBXL5,FBXL7,FBXO10,FBXO11,FBXO17,FBXO2,FBXO21,FBXO24,FBXO25,FBXO27,FBXO31,FBXO4,FBXO44,FBXO6,FBXO7,FBXO8,FBXO9,FBXW11,FBXW4,FBXW5,FBXW7,FBXW8,FZR1,GAN,GPR37,HSPA8,KCTD10,KCTD13,KEAP1,KLHL12,KLHL13,KLHL2,KLHL20,KLHL21,KLHL22,KLHL25,KLHL3,KLHL41,KLHL42,KLHL7,KLHL8,KLHL9,LMO7,MAD2L2,NEDD4,OS9,PARK2,PCGF2,PCGF6,PHC1,PHC2,PHC3,RBCK1,RBX1,RCHY1,RING1,RNF11,RNF144B,RNF168,RNF2,RNF20,RNF31,RNF40,RNF7,RNF8,SEL1L,SHARPIN,SKP1,SKP2,SMURF2,SPOP,SPOPL,STUB1,SUGT1,SVIP,SYVN1,TCEB2,TNFAIP1,TOPORS,TRAF7,TRIM21,TRPC4AP,TSPAN17,UBE2A,UBE2B,UBE2C,UBE2D1,UBE2D2,UBE2E1,UBE2L3,UBE2N,UBE2S,UBE2V1,UBE4B,USP33,USP47,VCP,WWP1,WWP2,ZER1
GO:0000152	GO	CC	nuclear ubiquitin ligase complex	ANAPC1,ANAPC10,ANAPC11,ANAPC13,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,BARD1,BMI1,BRCA1,BRCC3,BRE,BUB1B,CBX2,CBX4,CBX7,CBX8,CDC16,CDC20,CDC23,CDC26,CDC27,CUL7,FZR1,MAD2L2,PCGF2,PCGF6,PHC1,PHC2,PHC3,RING1,RNF2,UBE2C,UBE2S
GO:0000153	GO	CC	cytoplasmic ubiquitin ligase complex	AMFR,DERL1,OS9,SEL1L,SVIP,SYVN1,USP33,VCP
GO:0000159	GO	CC	protein phosphatase type 2A complex	CYCS,NKD1,PPP2CA,PPP2CB,PPP2R1A,PPP2R2A,PPP2R2C,PPP2R2D,PPP2R3A,PPP2R3B,PPP2R4,PPP2R5A,PPP2R5C,STRN,STRN3,STRN4
GO:0000164	GO	CC	protein phosphatase type 1 complex	NCK1,PPP1R15A,PPP1R15B,PPP1R9B,SHOC2
GO:0000165	GO	BP	MAPK cascade	ADORA2B,ARHGEF6,ATF1,ATF2,AVP,BIRC7,BRAP,CAMKK2,CCL19,CCL2,CCL3,CCL5,CCM2,CDK1,CREB1,CRKL,CTSH,DAB2IP,DAXX,DBNL,DUSP10,DUSP3,DUSP4,DUSP6,DUSP7,DUSP9,EGF,EGFR,ELK1,ERN1,FGF10,FGF13,FGFR1,FOS,GPS1,GPS2,HRAS,HTR2B,IGF1,IKBKG,IL18,IL1B,IL31RA,INS,IRAK1,IRAK2,ITGAV,JUN,KRAS,LRRK2,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K10,MAP3K11,MAP3K12,MAP3K13,MAP3K2,MAP3K3,MAP3K4,MAP3K5,MAP3K6,MAP3K7,MAP3K9,MAP4K1,MAP4K2,MAP4K3,MAP4K5,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK15,MAPK3,MAPK4,MAPK6,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MAPKAPK5,MDFIC,MED1,MEF2A,MEF2C,MEN1,MINK1,MLK4,MOS,MT3,MUL1,MYC,NF1,NLK,NOD1,NOD2,NRAS,NRTN,PAK3,PKN1,PLVAP,POU4F2,PPP2R5D,PTGER4,RAF1,RAPGEF2,RASGRP3,RBM4,RIPK1,RIPK2,RPS27A,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,SCG2,SETX,SH2D3A,SH2D3C,SHC1,SOX9,TAB1,TAB2,TAB3,TAOK2,TAOK3,TGFB1,TNF,TNFRSF19,TNIK,TPR,TRAF6,TRIB1,UBA52,UBB,UBC,WNT5A,YWHAB
GO:0000175	GO	MF	3'-5'-exoribonuclease activity	CCRN4L,CNOT1,CNOT2,CNOT6,CNOT6L,CNOT7,CNOT8,DIS3,DIS3L,DIS3L2,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC7,EXOSC9,ISG20,PAN2,PAN3,PARN,PNPT1,USB1
GO:0000176	GO	CC	nuclear exosome (RNase complex)	C1D,DIS3,EXOSC3,EXOSC9,MPHOSPH6
GO:0000177	GO	CC	cytoplasmic exosome (RNase complex)	CARHSP1,DIS3L,EXOSC3,GTPBP1,PNPT1,SUPV3L1
GO:0000178	GO	CC	exosome (RNase complex)	AICDA,C1D,CARHSP1,DIS3,DIS3L,EXOSC1,EXOSC10,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC6,EXOSC7,EXOSC8,EXOSC9,GTPBP1,MPHOSPH6,PNPT1,SKIV2L2,SUPV3L1
GO:0000182	GO	MF	rDNA binding	DHX33,H2AFY,MAF1,MTOR,RPTOR,TSPYL2
GO:0000183	GO	BP	chromatin silencing at rDNA	BAZ2A,H3F3A,HIST1H3A,HIST1H4A,HIST2H3A,RRP8,SIRT1,SIRT2,SUV39H1,TAF1A,TAF1B,TAF1C,TAF1D,TBP
GO:0000184	GO	BP	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	CASC3,CTIF,DCP2,EIF3E,EIF4A3,EIF4G1,ETF1,EXOSC10,GSPT1,GSPT2,MAGOH,NCBP1,NCBP2,PABPC1,PARN,PNRC2,PPP2CA,PPP2R1A,PPP2R2A,RBM8A,RNPS1,RPL10,RPL10A,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL37,RPL37A,RPL38,RPL39,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SMG1,SMG5,SMG6,SMG7,SMG8,SMG9,UBA52,UPF1,UPF2,UPF3A,UPF3B,WIBG
GO:0000185	GO	BP	activation of MAPKKK activity	DAB2IP,GADD45A,GADD45B,GADD45G,MAP4K1,TNF,TRAF7
GO:0000186	GO	BP	activation of MAPKK activity	ADAM9,BMP4,BRAF,CARTPT,CDK1,CRK,CRKL,EIF2AK2,F2R,FRS2,HRAS,KIDINS220,KRAS,LRRK2,MAP2K1,MAP2K2,MAP3K1,MAP3K10,MAP3K13,MAP3K3,MAP3K4,MAP3K5,MAP3K6,MAP3K7,MAP3K9,MAPK1,MAPK3,MOS,NGF,NRAS,NTRK1,PLCG1,RAF1,RAP1A,RAPGEF1,TAOK2,TGFBR1,TNIK,YWHAB
GO:0000187	GO	BP	activation of MAPK activity	ADAM8,ADORA2B,ADRA2A,ADRA2B,ADRA2C,ALK,BIRC7,BMP2,C5,C5AR1,CCL19,CD81,CDK1,CHRNA7,CXCR4,DAB2IP,DAXX,DBNL,DRD4,EPGN,ERN1,ERP29,FGF10,FGF2,FPR1,GHR,GHRL,GNG3,GRM4,IKBKG,IL1B,INSR,IRAK1,IRAK2,KIT,LRRK2,MADD,MAP2K1,MAP2K2,MAP2K3,MAP2K5,MAP2K6,MAP2K7,MAP3K10,MAP3K11,MAP3K2,MAP3K5,MAP3K6,MAP3K7,MAP3K9,MAP4K1,MAP4K2,MAP4K5,MAPK1,MAPK10,MAPK11,MAPK14,MAPK3,MAPKAPK2,MAPKAPK3,MAPKAPK5,MDFIC,MLK4,MOS,MUL1,NOD1,NOD2,NTF3,NTRK3,PAK3,PIK3CB,PKN1,PLA2G1B,PLCE1,PRKAA1,PROK2,RIPK1,RIPK2,RPS27A,S1PR2,SAA1,SHC1,SOD1,TAB1,TAB2,TAB3,TDGF1,TGFA,THBS1,TLR4,TNF,TRAF6,UBA52,UBB,UBC,WNT5A
GO:0000188	GO	BP	inactivation of MAPK activity	CAV1,DUSP1,DUSP10,DUSP16,DUSP2,DUSP22,DUSP3,DUSP6,DUSP7,DUSP8,GPS1,GPS2,LAX1,MBIP,PPP2CA,PPP2R1A,RGS3,RGS4,SPRED1,SPRED2
