GO:0000049	GO	MF	tRNA binding	Aimp1,Alkbh8,Cars,Ctu1,Eef1a1,Eefsec,Eif2a,Eif2ak4,Fars2,Ighmbp2,Pstk,Ptcd1,Sepsecs,Tert,Trmt10a,Trnt1,Tyw5,Xpo5,Xpot,Yars2	Interacting selectively and non-covalently with transfer RNA.
GO:0000050	GO	BP	urea cycle	Ass1,Cebpa,Cps1,Htt,Otc	The sequence of reactions by which arginine is synthesized from ornithine, then cleaved to yield urea and regenerate ornithine. The overall reaction equation is NH3 + CO2 + aspartate + 3 ATP + 2 H2O = urea + fumarate + 2 ADP + 2 phosphate + AMP + diphosphate.
GO:0000052	GO	BP	citrulline metabolic process	Aldh18a1,Ass1,Ddah1,Ddah2,Htt,Otc,Padi2,Padi4,Padi6	The chemical reactions and pathways involving citrulline, N5-carbamoyl-L-ornithine, an alpha amino acid not found in proteins.
GO:0000054	GO	BP	ribosomal subunit export from nucleus	Nmd3,Npm1,Ran,Rps15,Xpo1	The directed movement of a ribosomal subunit from the nucleus into the cytoplasm.
GO:0000060	GO	BP	protein import into nucleus, translocation	Abra,Agap3,Akr1c18,Akt1,Arntl,Bcl3,Bcl6,Cep57,Gckr,Ifng,Mt3,Nfkbia,Nutf2,Olfr412,Oprd1,Phb2,Pola2,Ran,Rbm22,Sec61b,Six3,Slc11a1,Tgfb1,Tnf	A protein transport process that contributes to protein import into the nucleus, and that results in the vectorial transfer of a cargo-carrier protein complex through the nuclear pore complex from the cytoplasmic side to the nucleoplasmic side of the nuclear envelope.
GO:0000062	GO	MF	fatty-acyl-CoA binding	Acot7,Dbi,Scp2,Soat1,Soat2	Interacting selectively and non-covalently with acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with a fatty acyl group.
GO:0000070	GO	BP	mitotic sister chromatid segregation	Akap8,Atf6b,Becn1,Bub3,Ccnb1,Cdc23,Cdca5,Cdca8,Cenpe,Champ1,Chmp1a,Chmp2a,Chmp2b,Chmp4b,Chmp4c,Chmp5,Chmp6,Chmp7,Cit,Cul3,Dis3l2,Espl1,Gsg2,Ino80,Kif14,Kif18a,Kif22,Kif2c,Kifc1,Klhl22,Knstrn,Kpnb1,Mad2l1,Mau2,Naa50,Ncapd2,Ncapd3,Ncapg,Ncaph,Ndc80,Nek2,Nipbl,Pds5a,Pds5b,Phf13,Pibf1,Pinx1,Plk1,Pogz,Ppp2r1a,Psrc1,Rab11a,Rb1,Rrs1,Seh1l,Smc2,Smc4,Spag5,Spdl1,Tex14,Vps4a,Vps4b,Zw10,Zwint	The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets.
GO:0000075	GO	BP	cell cycle checkpoint	Apc,Atf2,Atm,Atr,Babam1,Bcl2l1,Birc5,Blm,Brcc3,Bre,Brsk1,Bub1,Bub3,Casp2,Ccnd1,Cdc14b,Cdc5l,Cdk1,Cdk5rap3,Cdkn1a,Cdkn2b,Cdt1,Cenpe,Cep192,Cep63,Chek1,Chek2,Chfr,Clock,Clspn,Cradd,Csnk2a1,Csnk2a2,D7Ertd443e,Dclre1b,Dgkz,Dna2,Dtl,E2f1,Fam175a,Fbxo31,Foxo4,Fzr1,Gigyf2,Hinfp,Hmga2,Hormad1,Hras,Hus1,Ier3,Ints3,Ints7,Khdc3,Klhl22,Kntc1,Mad2l1,Mad2l1bp,Mapk14,Mapkapk2,Mbd4,Mdm2,Mre11a,Msh2,Nabp1,Nabp2,Nae1,Nbn,Nek11,Nek6,Nsun2,Pidd1,Plk1,Plk2,Plk3,Pml,Prcc,Prkdc,Prpf19,Psmg2,Ptpn11,Pura,Rad1,Rad17,Rad9a,Rbbp8,Rbm38,Rfwd3,Rpa2,Rpl24,Rps27l,Rps6,Smc1a,Sox4,Stra8,Syf2,Taok1,Taok2,Taok3,Terf1,Tex14,Tgfb1,Ticrr,Tipin,Tiprl,Tpr,Trrap,Uimc1,Usp17le,Usp28,Wac,Wnt9a,Xpc,Zak,Zw10,Zwilch,Zwint	A cell cycle process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction.
GO:0000076	GO	BP	DNA replication checkpoint	Cdt1,Clspn,Dna2,Nae1,Stra8,Ticrr,Tipin	A cell cycle checkpoint that prevents the initiation of nuclear division until DNA replication is complete, thereby ensuring that progeny inherit a full complement of the genome.
GO:0000077	GO	BP	DNA damage checkpoint	Atf2,Atm,Atr,Babam1,Blm,Brcc3,Bre,Brsk1,Casp2,Ccnd1,Cdc14b,Cdc5l,Cdk1,Cdk5rap3,Cdkn1a,Cep63,Chek1,Chek2,Clock,Clspn,Cradd,D7Ertd443e,Dgkz,Dtl,E2f1,Fam175a,Fbxo31,Foxo4,Fzr1,Gigyf2,Hinfp,Hmga2,Hus1,Ier3,Ints7,Mapk14,Mapkapk2,Mbd4,Mdm2,Mre11a,Msh2,Nbn,Nek11,Nek6,Pidd1,Plk1,Pml,Prkdc,Prpf19,Ptpn11,Rad1,Rad17,Rad9a,Rbbp8,Rbm38,Rfwd3,Rpa2,Rps27l,Sox4,Syf2,Taok1,Taok2,Taok3,Tipin,Tiprl,Uimc1,Usp28,Wac,Xpc,Zak	A cell cycle checkpoint that regulates progression through the cell cycle in response to DNA damage. A DNA damage checkpoint may blocks cell cycle progression (in G1, G2 or metaphase) or slow the rate at which S phase proceeds.
GO:0000079	GO	BP	regulation of cyclin-dependent protein serine/threonine kinase activity	Adam17,Akt1,Apc,Atraid,Bccip,Blm,Casp3,Ccnd1,Ccnd2,Ccnd3,Ccny,Cdk5rap1,Cdk5rap3,Cdkn1a,Cdkn1b,Cdkn2a,Cdkn2b,Cdkn2c,Cdkn2d,Cul3,Dab2ip,Egfr,Fbxo31,Fbxo7,Fgf10,Gtpbp4,Hexim1,Hexim2,Hhex,Hspa2,Inca1,Kat2b,Lats1,Lats2,Lmnb1,Mapre3,Men1,Myocd,Nell1,Nr2f2,Pdgfb,Pim1,Pkd1,Pkd2,Plk1,Prox1,Psmd10,Psrc1,Pten,Rgcc,Sfn,Spdya,Spdye4a,Stil,Tfap4,Tnfaip3,Ube2c,Wee2	Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity.
GO:0000082	GO	BP	G1/S transition of mitotic cell cycle	Acvr1,Acvr1b,Anp32b,Bach1,Brd4,Cables1,Cacul1,Camk2a,Camk2b,Camk2d,Camk2g,Ccnd1,Cdca5,Cdk2,Cdk4,Cdkn1a,Cdkn1b,Cdkn2a,Cdkn2c,Cdkn2d,Crlf3,E2f1,E2f4,E2f5,E2f6,E2f7,Eif4e,Eif4ebp1,Gpr132,Hinfp,Id4,Inhba,Iqgap3,Itgb1,Klf11,Lats2,Myb,Nfatc1,Npat,Phf8,Pim2,Plk2,Plk3,Pole,Ppp3ca,Rb1,Rbbp8,Rcc1,Rgcc,Rhou,Rps6,Rps6kb1,Skp2,Spdya,Taf10,Trim71,Usp37,Zpr1	The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated.
GO:0000083	GO	BP	regulation of transcription involved in G1/S transition of mitotic cell cycle	Bach1,Brd4,E2f1,E2f4,E2f6,E2f7,Hinfp,Klf11,Npat,Rb1,Zpr1	Any process that regulates transcription such that the target genes are involved in the transition between G1 and S phase of the mitotic cell cycle.
GO:0000086	GO	BP	G2/M transition of mitotic cell cycle	Abcb1a,Arpp19,Bach1,Birc5,Brsk1,Brsk2,Calm1,Ccny,Cdc25c,Cdk14,Cdkn1a,Cdkn2b,Chek1,Chek2,Csrp2bp,Ensa,Fbxl15,Fbxl7,Foxm1,Kdm8,Lats1,Mastl,Plcb1,Plk1,Ppm1d,Skp2,Taf2,Tpd52l1,Ush1c,Wnt10b	The mitotic cell cycle transition by which a cell in G2 commits to M phase. The process begins when the kinase activity of M cyclin/CDK complex reaches a threshold high enough for the cell cycle to proceed. This is accomplished by activating a positive feedback loop that results in the accumulation of unphosphorylated and active M cyclin/CDK complex.
GO:0000096	GO	BP	sulfur amino acid metabolic process	Adi1,Agxt,Apip,Bhmt,Bhmt2,Cacna1a,Cbs,Cdo1,Cps1,Csad,Cth,Dpep1,Enoph1,Gclc,Gclm,Ggt1,Gnmt,Mthfd1,Mthfr,Mtr,Mtrr,Mut,Nox4,Pcyox1	The chemical reactions and pathways involving amino acids containing sulfur, comprising cysteine, homocysteine, methionine and selenocysteine.
GO:0000097	GO	BP	sulfur amino acid biosynthetic process	Adi1,Apip,Bhmt,Bhmt2,Cbs,Cth,Enoph1,Ggt1,Mthfd1,Mthfr,Mtr,Mtrr	The chemical reactions and pathways resulting in the formation of amino acids containing sulfur, comprising cysteine, methionine and selenocysteine.
GO:0000098	GO	BP	sulfur amino acid catabolic process	Agxt,Cbs,Cdo1,Csad,Mtrr,Pcyox1	The chemical reactions and pathways resulting in the breakdown of amino acids containing sulfur, comprising cysteine, methionine and selenocysteine.
GO:0000109	GO	CC	nucleotide-excision repair complex	Cetn2,Ercc1,Ercc4,Ercc8,Pold1,Pole,Pole2,Pole3,Pole4,Rad23b,Slx4,Xpc	Any complex formed of proteins that act in nucleotide-excision repair.
GO:0000118	GO	CC	histone deacetylase complex	Appl1,Appl2,Cbx5,Chd3,Chd4,Chd5,Cir1,Csnk2a1,Dnttip1,Fam60a,Gatad2a,Hdac1,Hdac10,Hdac11,Hdac2,Hdac3,Hdac4,Hdac5,Hdac6,Hdac7,Hdac8,Hdac9,Hey2,Hint1,Ing2,Mbd2,Mecom,Morf4l1,Mta2,Mta3,Nacc2,Ncor1,Ncor2,Phf12,Phf21a,Rbbp4,Rbbp7,Sall1,Sall2,Sap30,Satb2,Sin3a,Suds3,Tal1,Tbl1x,Tbl1xr1,Zfp217	A protein complex that possesses histone deacetylase activity.
GO:0000123	GO	CC	histone acetyltransferase complex	Actb,Actl6a,Atxn7l3,Brd1,Brd8,Brpf1,Brpf3,Crebbp,Csrp2bp,Dmap1,Dr1,Elp2,Elp3,Elp4,Eny2,Ep300,Ep400,Epc1,Hcfc1,Ikbkap,Ing3,Ing4,Ing5,Jade1,Jade2,Jade3,Kansl1,Kansl2,Kansl3,Kat2a,Kat2b,Kat5,Kat6a,Kat6b,Kat7,Kat8,Mbip,Mcrs1,Meaf6,Morf4l1,Msl1,Msl2,Msl3,Ogt,Phf20,Pole3,Pole4,Ruvbl1,Ruvbl2,Sap130,Supt3,Supt7l,Tada1,Tada2a,Tada2b,Tada3,Taf10,Taf12,Taf2,Taf4a,Taf5,Taf5l,Taf6,Taf6l,Taf7,Taf9,Taf9b,Trrap,Usp22,Wdr5,Yeats2,Yeats4,Zzz3	A protein complex that possesses histone acetyltransferase activity.
GO:0000127	GO	CC	transcription factor TFIIIC complex	Gtf3c1,Gtf3c2,Gtf3c3,Gtf3c4,Gtf3c5,Gtf3c6	A heterotrimeric transcription factor complex that is involved in regulating transcription from RNA polymerase III (Pol III) promoters. TFIIIC contains three conserved subunits that associate with the proximal Pol III promoter element, and additional subunits that associate with sequence elements downstream of the promoter and are more diverged among species. It also functions as a boundary element to partition genome content into distinct domains outside Pol III promoter regions.
GO:0000132	GO	BP	establishment of mitotic spindle orientation	Arhgef2,Cdk5rap2,Cenpa,Eya1,Fgf10,Gpsm2,Htt,Insc,Mcph1,Ndc80,Nde1,Numa1,Pafah1b1,Pax6,Spdl1,Spry1,Spry2,Zw10	A cell cycle process that sets the alignment of mitotic spindle relative to other cellular structures.
GO:0000137	GO	CC	Golgi cis cisterna	Atl1,Golga2,Llgl1,Necab3,Smpd3,Tmem59	The Golgi cisterna closest to the endoplasmic reticulum; the first processing compartment through which proteins pass after export from the ER.
GO:0000139	GO	CC	Golgi membrane	Acer2,Acer3,Aftph,Ap1s1,Apoo,Arfgef1,Arfgef2,Arfip1,Arfip2,Atp2c1,B3galt1,Bcap31,Bet1,Bet1l,Cabp1,Cabp7,Caln1,Cav1,Chp1,Clip3,Cln3,Copa,Copb2,Copg2,Copz1,Copz2,Creb3,Cspg5,Cul3,Entpd4,Ext2,Ftcd,Furin,Gabarapl2,Gal3st1,Gbf1,Gfy,Glce,Glg1,Glipr2,Gnas,Gnptab,Golga2,Golga3,Golga5,Golga7,Gosr1,Gosr2,Grm6,Hace1,Hid1,Hyal2,Ica1,Inpp5e,Itm2b,Kif13a,Klhl12,Ldlrap1,Lfng,Lgr5,Llgl1,Mall,Man1a2,Man2a1,Mapk8ip3,March1,Mmgt1,Mmgt2,Mmp24,Myo18a,Myo1b,Naa60,Ndfip1,Notch1,Osbp,Pcsk7,Pgap2,Pikfyve,Pld4,Pmepa1,Qsox1,Rab21,Rab26,Rab31,Rassf9,Rer1,Rhbdd2,Rhbdf1,Scamp2,Scamp3,Scamp5,Scyl1,Sec22b,Sec23a,Sgms1,Sgms2,Slc30a7,Slc35a2,Sppl2a,Sppl2b,Sppl3,Srebf1,Steap2,Stx6,Tapbp,Tbc1d20,Tmed10,Tmed3,Tmem115,Tmem165,Tmem79,Tnfrsf1a,Trappc3,Trim23,Trpc2,Ubiad1,Vapa,Vapb,Vps45,Whamm,Xylt1,Zdhhc13,Zdhhc17,Zdhhc9	The lipid bilayer surrounding any of the compartments of the Golgi apparatus.
GO:0000145	GO	CC	exocyst	Exoc2,Exoc8,Myrip,Rab10,Ralb,Wash1	A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals.
GO:0000146	GO	MF	microfilament motor activity	Myh10,Myh14,Myh3,Myh6,Myh7,Myh8,Myh9,Myo10,Myo19,Myo1b,Myo3a,Myo3b,Myo5a,Myo7a,Myo9b	Catalysis of movement along a microfilament, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP).
GO:0000149	GO	MF	SNARE binding	Abca1,Abl1,Ankrd27,Cacna1a,Cplx1,Cplx2,Cplx3,Cplx4,Dapk1,Golga2,Gopc,Lrrk2,Napa,Napb,Nbas,Nsf,Ptpn2,Snap23,Snap25,Snap29,Snapin,Stx16,Stx17,Stx1a,Stx6,Stx7,Stx8,Stxbp1,Stxbp2,Stxbp3,Stxbp4,Stxbp5,Stxbp5l,Syp,Syt1,Syt6,Tmed10,Tmed9,Unc13a,Uvrag,Vamp2,Vps11,Vps18,Vps52,Vti1b	Interacting selectively and non-covalently with a SNARE (soluble N-ethylmaleimide-sensitive factor attached protein receptor) protein.
GO:0000151	GO	CC	ubiquitin ligase complex	Anapc1,Anapc10,Anapc11,Anapc13,Anapc15,Anapc16,Anapc2,Anapc4,Anapc5,Anapc7,Asb2,Asb4,Atg3,Aurkaip1,Bard1,Bmi1,Brap,Brca1,Brcc3,Bre,Btrc,Cand1,Cblc,Cbx2,Cbx4,Cbx7,Cbx8,Ccnf,Cdc16,Cdc20,Cdc23,Cdc26,Cdc27,Commd1,Crbn,Cul1,Cul2,Cul3,Cul4a,Cul4b,Cul5,Cul7,Cul9,Dcaf10,Dcaf11,Dcaf12,Dcaf13,Dcaf17,Dcaf4,Dcaf5,Dcaf6,Dcaf7,Dcaf8,Dcun1d1,Ddb1,Ddb2,Dnaja1,Dtl,Dyrk2,Enc1,Ercc8,Fbxl15,Fbxl19,Fbxl2,Fbxl21,Fbxl22,Fbxl3,Fbxl5,Fbxl7,Fbxo15,Fbxo17,Fbxo18,Fbxo2,Fbxo25,Fbxo27,Fbxo31,Fbxo4,Fbxo44,Fbxo6,Fbxo7,Fbxo9,Fbxw11,Fbxw5,Fbxw7,Fbxw8,Fzr1,Gan,Glmn,Gpr37,Hspa1a,Hspa8,Ikbkg,Kctd10,Kctd13,Kctd17,Keap1,Klhl12,Klhl13,Klhl2,Klhl20,Klhl21,Klhl22,Klhl25,Klhl3,Klhl41,Klhl42,Klhl7,Klhl8,Klhl9,Mad2l2,Mib2,Neurl2,Os9,Otulin,Park2,Pcgf2,Pcgf6,Phc1,Phc2,Phc3,Rbck1,Rbx1,Rchy1,Ring1,Rnf11,Rnf168,Rnf2,Rnf20,Rnf31,Rnf40,Rnf7,Rnf8,Sharpin,Skp2,Smurf2,Spop,Spopl,Stub1,Syvn1,Tnfaip1,Topors,Traf2,Traf7,Trim21,Trpc4ap,Ube2a,Ube2b,Ube2c,Ube2d1,Ube2e1,Ube2j2,Ube2n,Ube2s,Ube2v1,Ube4b,Ubr1,Ubr2,Usp47,Vhl,Zer1	A protein complex that includes a ubiquitin-protein ligase and enables ubiquitin protein ligase activity. The complex also contains other proteins that may confer substrate specificity on the complex.
GO:0000152	GO	CC	nuclear ubiquitin ligase complex	Anapc1,Anapc10,Anapc11,Anapc13,Anapc15,Anapc16,Anapc2,Anapc4,Anapc5,Anapc7,Aurkaip1,Bard1,Brca1,Brcc3,Bre,Cbx2,Cbx4,Cbx7,Cbx8,Cdc16,Cdc20,Cdc23,Cdc26,Cdc27,Fzr1,Mad2l2,Pcgf2,Pcgf6,Phc1,Phc2,Phc3,Rbx1,Ring1,Rnf2,Ube2c,Ube2s	A ubiquitin ligase complex found in the nucleus.
GO:0000159	GO	CC	protein phosphatase type 2A complex	Nkd1,Ppp2ca,Ppp2cb,Ppp2r1a,Ppp2r2a,Ppp2r2d,Ppp2r3a,Ppp2r4,Ppp2r5a,Ppp2r5c,Strn,Strn3,Strn4	A protein complex that has protein serine/threonine phosphatase activity that is polycation-stimulated (PCS), being directly stimulated by protamine, polylysine, or histone H1; it constitutes a subclass of several enzymes activated by different histones and polylysine, and consists of catalytic, scaffolding, and regulatory subunits. The catalytic and scaffolding subunits form the core enzyme, and the holoenzyme also includes the regulatory subunit.
GO:0000165	GO	BP	MAPK cascade	Adra2b,Avp,Brap,Cav1,Ccl12,Ccl19,Ccl3,Ccl5,Ccr7,Ctsh,Dab2,Dab2ip,Dok1,Dok2,Dok4,Dok5,Dusp19,Egf,Epgn,Ercc6,Ern1,Ern2,Fcer1a,Fgd4,Fgf10,Fgf12,Fgf13,Fgf14,Fgf23,Fgf8,Fgfr3,Gab1,Hacd3,Htr2b,Igf1,Il18,Il1b,Ins2,Iqgap3,Itgav,Itpkb,Lrrk2,Map2k1,Map2k2,Map2k3,Map2k4,Map2k5,Map2k7,Map3k1,Map3k11,Map3k13,Map3k4,Map3k5,Map3k6,Map3k7,Map4k1,Map4k2,Mapk1,Mapk10,Mapk11,Mapk13,Mapk14,Mapk15,Mapk3,Mapk6,Mapk8,Mapk8ip1,Mapk8ip2,Mapk8ip3,Mapk9,Mapkapk2,Mapkbp1,Mdfi,Mdfic,Med1,Mef2a,Mef2c,Men1,Mos,Mt3,Mul1,Myc,Ndst1,Nf1,Nlk,Nphs1,Nrg1,Nrk,Pak3,Plvap,Pou4f2,Ptger4,Ptpn1,Rb1cc1,Rbm4,Ret,Rhbdd3,Ror2,Scg2,Setx,Shank3,Shc1,Slc11a1,Smad1,Sox9,Spag9,Stradb,Syk,Taok2,Taok3,Tgfb1,Tirap,Tnf,Tnfsf11,Tnik,Tpbpa,Tpr,Trib1,Wnt5a,Zak	An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain two additional tiers: the upstream MAP4K and the downstream MAP Kinase-activated kinase (MAPKAPK). The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell.
GO:0000175	GO	MF	3'-5'-exoribonuclease activity	Cnot1,Cnot2,Cnot6,Cnot6l,Cnot7,Cnot8,Dis3,Dis3l,Dis3l2,Isg20,Noct,Pan2,Pan3,Pnpt1,Toe1,Usb1	Catalysis of the sequential cleavage of mononucleotides from a free 3' terminus of an RNA molecule.
GO:0000177	GO	CC	cytoplasmic exosome (RNase complex)	Carhsp1,Dis3l,Exosc3,Gtpbp1,Pnpt1,Supv3l1	Complex of 3'-5' exoribonucleases found in the cytoplasm.
GO:0000178	GO	CC	exosome (RNase complex)	Aicda,Carhsp1,Dis3,Dis3l,Exosc1,Exosc10,Exosc2,Exosc3,Exosc4,Exosc5,Exosc7,Exosc8,Exosc9,Gtpbp1,Mphosph6,Pnpt1,Skiv2l2,Supv3l1	Complex of 3'-5' exoribonucleases.
GO:0000182	GO	MF	rDNA binding	Bend3,Dhx33,Gtf2h5,H2afy,Maf1,Mtor,Rptor	Interacting selectively and non-covalently with DNA sequences encoding ribosomal RNA.
GO:0000183	GO	BP	chromatin silencing at rDNA	Baz2a,Bend3,Dnmt1,Dnmt3b,H3f3a,Hdac1,Hdac2,Hist1h3a,Hist1h3b,Hist1h4a,Polr1a,Polr1b,Polr1c,Polr1d,Polr1e,Rbbp4,Rbbp7,Rrp8,Sap18,Sap30,Sin3a,Sirt1,Smarca5,Suv39h1,Ttf1,Ubtf,Znrd1	Repression of transcription of ribosomal DNA by altering the structure of chromatin.
GO:0000184	GO	BP	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	Ctif,Dcp2,Eif3e,Eif4a3,Exosc10,Magoh,Magohb,Ncbp1,Ncbp2,Parn,Pnrc2,Rbm8a,Rnps1,Smg1,Smg6,Smg8,Smg9,Upf1,Upf2,Upf3b	The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins.
GO:0000185	GO	BP	activation of MAPKKK activity	Dab2ip,Gadd45a,Gadd45b,Gadd45g,Map4k1,Tab1,Tnf,Traf7	Any process that initiates the activity of the inactive enzyme MAP kinase kinase kinase (MAPKKK).
GO:0000186	GO	BP	activation of MAPKK activity	Adam9,Bmp4,Cartpt,Egf,Eif2ak2,Ercc6,F2r,Fgf2,Gadd45b,Gadd45g,Grm1,Jak2,Lamtor2,Lamtor3,Lrrk2,Map3k1,Map3k13,Map3k4,Map3k5,Map3k6,Mapkbp1,Mos,Nrk,Psen1,Raf1,Taok2,Tgfbr1,Tnik,Zak	The initiation of the activity of the inactive enzyme MAP kinase kinase (MAPKK).
GO:0000187	GO	BP	activation of MAPK activity	Adam8,Adra2a,Adra2b,Adra2c,Avpi1,Bmp2,C1qtnf2,Ccl19,Ccr7,Cd81,Chrna7,Cspg4,Dab2,Dab2ip,Drd4,Efna1,Egf,Epgn,Ercc6,Ern1,Ern2,Erp29,Fcer1a,Fgd4,Fgf10,Frs2,Gab1,Ghrl,Grm1,Grm4,Hgf,Il1b,Ins2,Insr,Iqgap3,Kit,Lpar1,Lpar2,Lpar3,Lrrk2,Madd,Map2k1,Map2k2,Map2k3,Map2k4,Map2k6,Map2k7,Map3k1,Map3k11,Map3k5,Map3k7,Map4k2,Mapk8ip3,Mdfi,Mdfic,Mos,Mul1,Nod2,Ntf3,Ntrk3,P2rx7,Pak3,Pde6g,Pde6h,Plce1,Prdx2,Prok1,Ptpn1,Ptpn11,Ptprc,Pxn,Shc1,Sod1,Spag9,Syk,Tdgf1,Tgfa,Thbs1,Tirap,Tlr4,Tnf,Tnfsf11,Wnt5a,Zak	The initiation of the activity of the inactive enzyme MAP kinase (MAPK).
GO:0000188	GO	BP	inactivation of MAPK activity	Cav1,Dusp1,Dusp10,Dusp16,Dusp19,Dusp3,Dusp6,Dusp7,Dusp9,Lax1,Prkca,Spred1,Spred2,Spred3	Any process that terminates the activity of the active enzyme MAP kinase.
